Index,District,Season,Crop,Year,duration,Area ( in Hectare),Production ( in Tonnes),Yield (Ton./Ha.),Total duration of weeks (SMW),week,tempmax,tempmin,temp,dew,humidity,precip,precipcover,preciptype,windgust,windspeed,winddirection,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,suntime(hrs.)
302,Narmada,Kharif,Rice,2015,2015-2016,11271,6743,0.6,22-44,25,31.9,24.0,27.05714286,24.22857143,85.38571429,266.1,73.81,rain,46.58571429,30.42857143,215.1714286,998.9428571,82.61428571,6.326635055,190.0142857,16.28571429,6.428571429,13
303,Narmada,Kharif,Rice,2015,2015-2016,11271,6743,0.6,22-44,26,31.1,23.4,26.5,23.67142857,85.5,33.3,5.357142857,no rain,46.11428571,28.1,240.2571429,1004.871429,68.44285714,6.326635055,256.1571429,22.11428571,8.0,13
304,Narmada,Kharif,Rice,2015,2015-2016,11271,6743,0.6,22-44,27,31.4,23.4,26.61428571,23.31428571,83.25714286,0.0,0.0,no rain,54.45714286,33.1,244.7857143,1006.157143,68.34285714,6.326635055,290.1285714,25.05714286,9.142857143,13
305,Narmada,Kharif,Rice,2015,2015-2016,11271,6743,0.6,22-44,28,32.1,23.8,26.74285714,23.24285714,82.55714286,2.7,16.07142857,no rain,44.27142857,28.04285714,246.8,1004.171429,66.25714286,6.326635055,269.6714286,23.27142857,8.571428571,13
306,Narmada,Kharif,Rice,2015,2015-2016,11271,6743,0.6,22-44,29,31.6,24.1,26.55714286,23.68571429,85.25714286,52.6,71.42857143,rain,40.37142857,26.32857143,253.6714286,1001.814286,86.31428571,6.326635055,191.3,16.51428571,6.571428571,13
307,Narmada,Kharif,Rice,2015,2015-2016,11271,6743,0.6,22-44,30,29.1,23.4,25.4,23.67142857,90.42857143,141.4,100.0,rain,55.04285714,34.97142857,236.3857143,1003.814286,88.58571429,6.326635055,150.5285714,12.98571429,5.142857143,13
308,Narmada,Kharif,Rice,2015,2015-2016,11271,6743,0.6,22-44,31,29.9,22.9,25.34285714,23.0,87.51428571,15.2,40.47571429,rain,46.4,31.05714286,253.4142857,1006.571429,74.21428571,6.326635055,241.7,20.8,8.142857143,13
309,Narmada,Kharif,Rice,2015,2015-2016,11271,6743,0.6,22-44,32,30.5,23.0,25.74285714,23.32857143,87.3,11.4,41.66571429,rain,32.24285714,18.35714286,252.4142857,1004.442857,82.52857143,6.326635055,221.4857143,19.08571429,7.857142857,12
310,Narmada,Kharif,Rice,2015,2015-2016,11271,6743,0.6,22-44,33,30.8,22.7,25.91428571,23.27142857,86.3,14.2,55.35857143,rain,35.65714286,19.54285714,248.0,1007.085714,81.65714286,6.326635055,254.2285714,21.91428571,8.571428571,12
311,Narmada,Kharif,Rice,2015,2015-2016,11271,6743,0.6,22-44,34,30.5,22.9,25.77142857,22.78571429,84.72857143,15.1,33.92857143,rain,37.3,24.05714286,254.7142857,1007.7,60.01428571,6.326635055,275.8142857,23.8,9.0,12
312,Narmada,Kharif,Rice,2015,2015-2016,11271,6743,0.6,22-44,35,31.0,21.3,25.52857143,22.71428571,85.42857143,33.1,26.78571429,rain,30.95714286,17.82857143,248.9428571,1006.971429,75.42857143,6.326635055,245.6142857,21.17142857,8.285714286,12
313,Narmada,Kharif,Rice,2015,2015-2016,11271,6743,0.6,22-44,36,32.2,20.1,25.42857143,21.41428571,80.44285714,17.2,27.38142857,no rain,22.82857143,11.97142857,256.6857143,1010.414286,62.62857143,6.326635055,270.6285714,23.44285714,9.285714286,12
314,Narmada,Kharif,Rice,2015,2015-2016,11271,6743,0.6,22-44,37,32.9,22.6,26.51428571,23.41428571,84.52857143,64.7,58.33285714,rain,28.05714286,12.75714286,278.6714286,1008.157143,56.1,6.326635055,231.9428571,20.02857143,7.714285714,12
315,Narmada,Kharif,Rice,2015,2015-2016,11271,6743,0.6,22-44,38,32.0,21.8,25.18571429,23.31428571,89.97142857,345.9,77.97571429,rain,49.25714286,27.35714286,241.3857143,1004.271429,62.67142857,6.326635055,212.2142857,18.34285714,7.142857143,12
316,Narmada,Kharif,Rice,2015,2015-2016,11271,6743,0.6,22-44,39,31.9,18.4,24.64285714,21.24285714,82.45714286,0.7,4.167142857,no rain,25.88571429,12.38571429,181.3571429,1009.828571,27.11428571,6.326635055,275.7571429,23.84285714,9.428571429,12
317,Narmada,Kharif,Rice,2015,2015-2016,11271,6743,0.6,22-44,40,33.0,19.1,26.65714286,21.92857143,76.82857143,11.5,29.16571429,rain,19.85714286,11.47142857,135.1285714,1010.857143,62.01428571,6.326635055,219.9714286,19.02857143,7.857142857,11
318,Narmada,Kharif,Rice,2015,2015-2016,11271,6743,0.6,22-44,41,33.6,20.9,27.01428571,20.98571429,71.51428571,1.7,7.738571429,no rain,21.94285714,9.471428571,146.6,1010.757143,63.54285714,6.326635055,241.2142857,20.82857143,8.571428571,11
319,Narmada,Kharif,Rice,2015,2015-2016,11271,6743,0.6,22-44,42,33.6,19.8,27.02857143,18.21428571,60.44285714,0.0,0.0,no rain,19.58571429,12.97142857,82.82857143,1012.5,53.74285714,6.326635055,223.5142857,19.28571429,8.285714286,11
320,Narmada,Kharif,Rice,2015,2015-2016,11271,6743,0.6,22-44,43,33.7,20.7,26.8,18.82857143,63.85714286,9.1,11.90428571,no rain,20.25714286,11.67142857,67.55714286,1012.257143,33.44285714,5.994258618,194.2,16.82857143,7.285714286,11
321,Narmada,Kharif,Rice,2015,2015-2016,11271,6743,0.6,22-44,44,33.2,16.5,24.47142857,15.51428571,60.15714286,0.0,0.0,no rain,27.24285714,17.91428571,83.87142857,1012.857143,66.12857143,6.326635055,229.9285714,19.82857143,8.0,11
322,Navsari,Kharif,Rice,2015,2015-2016,47811,116320,2.43,22-44,22,40.4,26.5,31.54285714,23.45714286,65.77142857,0.0,0.0,no rain,42.88571429,23.71428571,239.4571429,1005.842857,47.98571429,4.0,271.7,23.51428571,8.428571429,13
323,Navsari,Kharif,Rice,2015,2015-2016,47811,116320,2.43,22-44,23,39.0,26.4,30.87142857,24.04285714,69.32857143,14.0,19.64428571,rain,37.98571429,19.22857143,225.9714286,1005.371429,60.4,3.971428571,207.5428571,17.91428571,7.0,13
324,Navsari,Kharif,Rice,2015,2015-2016,47811,116320,2.43,22-44,24,34.2,24.1,28.24285714,24.97142857,83.35714286,154.8,15.47714286,rain,34.97142857,21.64285714,226.0142857,1003.885714,65.18571429,3.671428571,203.5,17.57142857,6.428571429,13
325,Navsari,Kharif,Rice,2015,2015-2016,47811,116320,2.43,22-44,25,32.4,25.1,27.65714286,25.6,89.05714286,354.1,27.38285714,rain,53.28571429,36.17142857,197.2714286,998.0285714,84.61428571,3.628571429,162.6428571,13.97142857,5.428571429,13
326,Navsari,Kharif,Rice,2015,2015-2016,47811,116320,2.43,22-44,26,32.1,24.5,27.98571429,25.11428571,84.87142857,22.7,4.167142857,no rain,47.97142857,26.97142857,228.3571429,1004.657143,66.67142857,4.0,247.3142857,21.31428571,7.857142857,13
327,Navsari,Kharif,Rice,2015,2015-2016,47811,116320,2.43,22-44,27,32.2,24.6,28.17142857,24.78571429,82.5,0.3,0.595714286,no rain,56.3,30.54285714,232.3142857,1006.2,64.45714286,4.0,286.3428571,24.74285714,9.142857143,13
328,Navsari,Kharif,Rice,2015,2015-2016,47811,116320,2.43,22-44,28,32.4,24.8,28.25714286,24.82857143,82.24285714,6.4,4.167142857,no rain,45.87142857,25.61428571,236.1428571,1004.071429,64.41428571,3.971428571,266.0714286,23.0,8.571428571,13
329,Navsari,Kharif,Rice,2015,2015-2016,47811,116320,2.43,22-44,29,32.2,25.4,28.0,25.18571429,85.04285714,33.3,7.74,rain,43.85714286,26.6,243.1571429,1001.542857,84.62857143,3.857142857,188.1714286,16.21428571,6.285714286,13
330,Navsari,Kharif,Rice,2015,2015-2016,47811,116320,2.43,22-44,30,30.7,24.6,26.75714286,24.94285714,90.0,129.0,20.23857143,rain,52.51428571,31.94285714,229.0285714,1003.842857,91.75714286,3.857142857,146.7285714,12.7,5.0,13
331,Navsari,Kharif,Rice,2015,2015-2016,47811,116320,2.43,22-44,31,31.1,24.2,27.01428571,24.38571429,86.02857143,11.4,36.31,rain,46.02857143,28.31428571,245.0428571,1006.671429,76.0,4.0,247.8,21.4,8.285714286,13
332,Navsari,Kharif,Rice,2015,2015-2016,47811,116320,2.43,22-44,32,31.2,24.2,27.14285714,24.65714286,86.8,12.4,26.78714286,rain,35.7,19.18571429,238.6428571,1004.271429,78.82857143,4.0,230.6714286,19.91428571,7.714285714,12
333,Navsari,Kharif,Rice,2015,2015-2016,47811,116320,2.43,22-44,33,32.4,23.8,27.32857143,24.5,85.2,11.8,10.12142857,rain,36.52857143,18.62857143,234.0,1007.014286,73.55714286,4.0,249.3714286,21.45714286,8.285714286,12
334,Navsari,Kharif,Rice,2015,2015-2016,47811,116320,2.43,22-44,34,32.7,24.2,27.48571429,24.12857143,82.65714286,16.0,21.43142857,rain,40.48571429,23.0,248.0,1007.6,61.05714286,4.0,272.5428571,23.54285714,8.857142857,12
335,Navsari,Kharif,Rice,2015,2015-2016,47811,116320,2.43,22-44,35,36.2,22.9,27.17142857,23.98571429,83.64285714,60.7,29.76428571,rain,34.55714286,17.11428571,238.1428571,1006.685714,68.57142857,4.0,244.7857143,21.15714286,8.142857143,12
336,Navsari,Kharif,Rice,2015,2015-2016,47811,116320,2.43,22-44,36,34.1,21.6,27.11428571,22.77142857,78.47142857,17.1,10.12,no rain,25.04285714,11.21428571,252.8571429,1010.028571,49.1,3.971428571,277.2714286,24.0,9.285714286,12
337,Navsari,Kharif,Rice,2015,2015-2016,47811,116320,2.43,22-44,37,34.4,24.0,27.87142857,24.92857143,85.07142857,61.3,33.93142857,rain,26.68571429,12.34285714,266.3428571,1007.857143,60.28571429,3.842857143,226.2714286,19.5,7.571428571,12
338,Navsari,Kharif,Rice,2015,2015-2016,47811,116320,2.43,22-44,38,31.7,23.3,26.55714286,24.78571429,90.4,349.6,22.62142857,rain,50.18571429,24.32857143,238.0571429,1004.014286,67.52857143,3.485714286,204.0428571,17.67142857,7.142857143,12
339,Navsari,Kharif,Rice,2015,2015-2016,47811,116320,2.43,22-44,39,36.9,20.6,26.88571429,22.84285714,79.78571429,0.0,0.0,no rain,26.58571429,11.25714286,172.7857143,1009.3,27.9,3.971428571,275.3,23.8,9.285714286,12
340,Navsari,Kharif,Rice,2015,2015-2016,47811,116320,2.43,22-44,40,36.7,20.5,28.44285714,23.6,76.68571429,11.6,28.57285714,rain,24.27142857,11.57142857,120.8142857,1010.214286,48.65714286,3.971428571,208.5571429,18.02857143,7.285714286,11
341,Navsari,Kharif,Rice,2015,2015-2016,47811,116320,2.43,22-44,41,37.1,22.0,28.54285714,23.64285714,76.44285714,1.5,6.548571429,no rain,23.87142857,9.628571429,138.3571429,1010.171429,59.37142857,3.742857143,224.2714286,19.38571429,8.0,11
342,Navsari,Kharif,Rice,2015,2015-2016,47811,116320,2.43,22-44,42,38.4,21.2,28.81428571,20.6,63.4,0.0,0.0,no rain,22.32857143,13.91428571,81.54285714,1011.671429,36.3,3.914285714,223.5857143,19.32857143,8.142857143,11
343,Navsari,Kharif,Rice,2015,2015-2016,47811,116320,2.43,22-44,43,37.4,22.0,28.51428571,20.21428571,63.1,6.0,7.144285714,no rain,24.22857143,12.85714286,68.74285714,1011.342857,26.78571429,3.971428571,193.6857143,16.67142857,7.142857143,11
344,Navsari,Kharif,Rice,2015,2015-2016,47811,116320,2.43,22-44,44,36.1,18.4,26.72857143,17.21428571,58.37142857,0.0,0.0,no rain,29.35714286,16.67142857,66.07142857,1011.857143,58.18571429,3.971428571,225.1285714,19.44285714,7.857142857,11
345,Surat,Kharif,Rice,2015,2015-2016,41496,89331,2.15,22-44,22,40.4,26.5,31.54285714,23.45714286,65.77142857,0.0,0.0,no rain,43.71428571,23.71428571,239.4571429,1005.714286,47.98571429,4.0,271.7,23.51428571,8.428571429,13
346,Surat,Kharif,Rice,2015,2015-2016,41496,89331,2.15,22-44,23,39.0,26.4,30.87142857,24.04285714,69.32857143,14.0,19.64428571,rain,38.94285714,19.22857143,225.9714286,1005.257143,60.4,3.971428571,207.5428571,17.91428571,7.0,13
347,Surat,Kharif,Rice,2015,2015-2016,41496,89331,2.15,22-44,24,34.2,24.1,28.24285714,24.97142857,83.35714286,154.8,15.47714286,rain,38.68571429,21.64285714,226.0142857,1003.671429,65.18571429,3.671428571,203.5,17.57142857,6.428571429,13
348,Surat,Kharif,Rice,2015,2015-2016,41496,89331,2.15,22-44,25,32.4,25.1,27.65714286,25.6,89.05714286,354.1,27.38285714,rain,55.91428571,36.17142857,197.2714286,997.6428571,84.61428571,3.628571429,162.6428571,13.97142857,5.428571429,13
349,Surat,Kharif,Rice,2015,2015-2016,41496,89331,2.15,22-44,26,32.1,24.5,27.98571429,25.11428571,84.87142857,22.7,4.167142857,no rain,46.52857143,26.97142857,228.3571429,1004.371429,66.67142857,4.0,247.3142857,21.31428571,7.857142857,13
350,Surat,Kharif,Rice,2015,2015-2016,41496,89331,2.15,22-44,27,32.2,24.6,28.17142857,24.78571429,82.5,0.3,0.595714286,no rain,56.47142857,30.54285714,232.3142857,1005.9,64.45714286,4.0,286.3428571,24.74285714,9.142857143,13
351,Surat,Kharif,Rice,2015,2015-2016,41496,89331,2.15,22-44,28,32.4,24.8,28.25714286,24.82857143,82.24285714,6.4,4.167142857,no rain,46.78571429,25.61428571,236.1428571,1003.828571,64.41428571,3.971428571,266.0714286,23.0,8.571428571,13
352,Surat,Kharif,Rice,2015,2015-2016,41496,89331,2.15,22-44,29,32.2,25.4,28.0,25.18571429,85.04285714,33.3,7.74,rain,45.88571429,26.6,243.1571429,1001.214286,84.62857143,3.857142857,188.1714286,16.21428571,6.285714286,13
353,Surat,Kharif,Rice,2015,2015-2016,41496,89331,2.15,22-44,30,30.7,24.6,26.75714286,24.94285714,90.0,129.0,20.23857143,rain,54.25714286,31.94285714,229.0285714,1003.414286,91.75714286,3.857142857,146.7285714,12.7,5.0,13
354,Surat,Kharif,Rice,2015,2015-2016,41496,89331,2.15,22-44,31,31.1,24.2,27.01428571,24.38571429,86.02857143,11.4,36.31,rain,45.25714286,28.31428571,245.0428571,1006.5,76.0,4.0,247.8,21.4,8.285714286,13
355,Surat,Kharif,Rice,2015,2015-2016,41496,89331,2.15,22-44,32,31.2,24.2,27.14285714,24.65714286,86.8,12.4,26.78714286,rain,34.92857143,19.18571429,238.6428571,1004.028571,78.82857143,4.0,230.6714286,19.91428571,7.714285714,12
356,Surat,Kharif,Rice,2015,2015-2016,41496,89331,2.15,22-44,33,32.4,23.8,27.32857143,24.5,85.2,11.8,10.12142857,rain,38.02857143,18.62857143,234.0,1006.828571,73.55714286,4.0,249.3714286,21.45714286,8.285714286,12
357,Surat,Kharif,Rice,2015,2015-2016,41496,89331,2.15,22-44,34,32.7,24.2,27.48571429,24.12857143,82.65714286,16.0,21.43142857,rain,41.58571429,23.0,248.0,1007.371429,61.05714286,4.0,272.5428571,23.54285714,8.857142857,12
358,Surat,Kharif,Rice,2015,2015-2016,41496,89331,2.15,22-44,35,36.2,22.9,27.17142857,23.98571429,83.64285714,60.7,29.76428571,rain,36.27142857,17.11428571,238.1428571,1006.485714,68.57142857,4.0,244.7857143,21.15714286,8.142857143,12
359,Surat,Kharif,Rice,2015,2015-2016,41496,89331,2.15,22-44,36,34.1,21.6,27.11428571,22.77142857,78.47142857,17.1,10.12,no rain,27.57142857,11.21428571,252.8571429,1009.9,49.1,3.971428571,277.2714286,24.0,9.285714286,12
360,Surat,Kharif,Rice,2015,2015-2016,41496,89331,2.15,22-44,37,34.4,24.0,27.87142857,24.92857143,85.07142857,61.3,33.93142857,rain,28.9,12.34285714,266.3428571,1007.728571,60.28571429,3.842857143,226.2714286,19.5,7.571428571,12
361,Surat,Kharif,Rice,2015,2015-2016,41496,89331,2.15,22-44,38,31.7,23.3,26.55714286,24.78571429,90.4,349.6,22.62142857,rain,48.7,24.32857143,238.0571429,1003.657143,67.52857143,3.485714286,204.0428571,17.67142857,7.142857143,12
362,Surat,Kharif,Rice,2015,2015-2016,41496,89331,2.15,22-44,39,36.9,20.6,26.88571429,22.84285714,79.78571429,0.0,0.0,no rain,24.04285714,11.25714286,172.7857143,1009.242857,27.9,3.971428571,275.3,23.8,9.285714286,12
363,Surat,Kharif,Rice,2015,2015-2016,41496,89331,2.15,22-44,40,36.7,20.5,28.44285714,23.6,76.68571429,11.6,28.57285714,rain,23.55714286,11.57142857,120.8142857,1010.2,48.65714286,3.971428571,208.5571429,18.02857143,7.285714286,11
364,Surat,Kharif,Rice,2015,2015-2016,41496,89331,2.15,22-44,41,37.1,22.0,28.54285714,23.64285714,76.44285714,1.5,6.548571429,no rain,23.64285714,9.628571429,138.3571429,1010.128571,59.37142857,3.742857143,224.2714286,19.38571429,8.0,11
365,Surat,Kharif,Rice,2015,2015-2016,41496,89331,2.15,22-44,42,38.4,21.2,28.81428571,20.6,63.4,0.0,0.0,no rain,19.0,13.91428571,81.54285714,1011.657143,36.3,3.914285714,223.5857143,19.32857143,8.142857143,11
366,Surat,Kharif,Rice,2015,2015-2016,41496,89331,2.15,22-44,43,37.4,22.0,28.51428571,20.21428571,63.1,6.0,7.144285714,no rain,20.37142857,12.85714286,68.74285714,1011.385714,26.78571429,3.971428571,193.6857143,16.67142857,7.142857143,11
367,Surat,Kharif,Rice,2015,2015-2016,41496,89331,2.15,22-44,44,36.1,18.4,26.72857143,17.21428571,58.37142857,0.0,0.0,no rain,28.85714286,16.67142857,66.07142857,1011.942857,58.18571429,3.971428571,225.1285714,19.44285714,7.857142857,11
368,Tapi,Kharif,Rice,2015,2015-2016,54135,111141,2.05,22-44,22,40.4,26.5,31.54285714,23.45714286,65.77142857,0.0,0.0,no rain,38.37142857,23.71428571,239.4571429,1006.0,47.98571429,4.0,271.7,23.51428571,8.428571429,13
369,Tapi,Kharif,Rice,2015,2015-2016,54135,111141,2.05,22-44,23,39.0,26.4,30.87142857,24.04285714,69.32857143,14.0,19.64428571,rain,32.87142857,19.22857143,225.9714286,1005.542857,60.4,3.971428571,207.5428571,17.91428571,7.0,13
370,Tapi,Kharif,Rice,2015,2015-2016,54135,111141,2.05,22-44,24,34.2,24.1,28.24285714,24.97142857,83.35714286,154.8,15.47714286,rain,32.54285714,21.64285714,226.0142857,1004.2,65.18571429,3.671428571,203.5,17.57142857,6.428571429,13
371,Tapi,Kharif,Rice,2015,2015-2016,54135,111141,2.05,22-44,25,32.4,25.1,27.65714286,25.6,89.05714286,354.1,27.38285714,rain,46.28571429,36.17142857,197.2714286,998.4285714,84.61428571,3.628571429,162.6428571,13.97142857,5.428571429,13
372,Tapi,Kharif,Rice,2015,2015-2016,54135,111141,2.05,22-44,26,32.1,24.5,27.98571429,25.11428571,84.87142857,22.7,4.167142857,no rain,47.22857143,26.97142857,228.3571429,1004.9,66.67142857,4.0,247.3142857,21.31428571,7.857142857,13
373,Tapi,Kharif,Rice,2015,2015-2016,54135,111141,2.05,22-44,27,32.2,24.6,28.17142857,24.78571429,82.5,0.3,0.595714286,no rain,56.47142857,30.54285714,232.3142857,1006.414286,64.45714286,4.0,286.3428571,24.74285714,9.142857143,13
374,Tapi,Kharif,Rice,2015,2015-2016,54135,111141,2.05,22-44,28,32.4,24.8,28.25714286,24.82857143,82.24285714,6.4,4.167142857,no rain,45.31428571,25.61428571,236.1428571,1004.328571,64.41428571,3.971428571,266.0714286,23.0,8.571428571,13
375,Tapi,Kharif,Rice,2015,2015-2016,54135,111141,2.05,22-44,29,32.2,25.4,28.0,25.18571429,85.04285714,33.3,7.74,rain,42.01428571,26.6,243.1571429,1001.885714,84.62857143,3.857142857,188.1714286,16.21428571,6.285714286,13
376,Tapi,Kharif,Rice,2015,2015-2016,54135,111141,2.05,22-44,30,30.7,24.6,26.75714286,24.94285714,90.0,129.0,20.23857143,rain,52.15714286,31.94285714,229.0285714,1004.142857,91.75714286,3.857142857,146.7285714,12.7,5.0,13
377,Tapi,Kharif,Rice,2015,2015-2016,54135,111141,2.05,22-44,31,31.1,24.2,27.01428571,24.38571429,86.02857143,11.4,36.31,rain,46.18571429,28.31428571,245.0428571,1006.971429,76.0,4.0,247.8,21.4,8.285714286,13
378,Tapi,Kharif,Rice,2015,2015-2016,54135,111141,2.05,22-44,32,31.2,24.2,27.14285714,24.65714286,86.8,12.4,26.78714286,rain,34.81428571,19.18571429,238.6428571,1004.5,78.82857143,4.0,230.6714286,19.91428571,7.714285714,12
379,Tapi,Kharif,Rice,2015,2015-2016,54135,111141,2.05,22-44,33,32.4,23.8,27.32857143,24.5,85.2,11.8,10.12142857,rain,35.17142857,18.62857143,234.0,1007.228571,73.55714286,4.0,249.3714286,21.45714286,8.285714286,12
380,Tapi,Kharif,Rice,2015,2015-2016,54135,111141,2.05,22-44,34,32.7,24.2,27.48571429,24.12857143,82.65714286,16.0,21.43142857,rain,39.95714286,23.0,248.0,1007.857143,61.05714286,4.0,272.5428571,23.54285714,8.857142857,12
381,Tapi,Kharif,Rice,2015,2015-2016,54135,111141,2.05,22-44,35,36.2,22.9,27.17142857,23.98571429,83.64285714,60.7,29.76428571,rain,34.08571429,17.11428571,238.1428571,1006.914286,68.57142857,4.0,244.7857143,21.15714286,8.142857143,12
382,Tapi,Kharif,Rice,2015,2015-2016,54135,111141,2.05,22-44,36,34.1,21.6,27.11428571,22.77142857,78.47142857,17.1,10.12,no rain,22.7,11.21428571,252.8571429,1010.285714,49.1,3.971428571,277.2714286,24.0,9.285714286,12
383,Tapi,Kharif,Rice,2015,2015-2016,54135,111141,2.05,22-44,37,34.4,24.0,27.87142857,24.92857143,85.07142857,61.3,33.93142857,rain,25.45714286,12.34285714,266.3428571,1008.157143,60.28571429,3.842857143,226.2714286,19.5,7.571428571,12
384,Tapi,Kharif,Rice,2015,2015-2016,54135,111141,2.05,22-44,38,31.7,23.3,26.55714286,24.78571429,90.4,349.6,22.62142857,rain,48.22857143,24.32857143,238.0571429,1004.271429,67.52857143,3.485714286,204.0428571,17.67142857,7.142857143,12
385,Tapi,Kharif,Rice,2015,2015-2016,54135,111141,2.05,22-44,39,36.9,20.6,26.88571429,22.84285714,79.78571429,0.0,0.0,no rain,26.44285714,11.25714286,172.7857143,1009.528571,27.9,3.971428571,275.3,23.8,9.285714286,12
386,Tapi,Kharif,Rice,2015,2015-2016,54135,111141,2.05,22-44,40,36.7,20.5,28.44285714,23.6,76.68571429,11.6,28.57285714,rain,23.55714286,11.57142857,120.8142857,1010.471429,48.65714286,3.971428571,208.5571429,18.02857143,7.285714286,11
387,Tapi,Kharif,Rice,2015,2015-2016,54135,111141,2.05,22-44,41,37.1,22.0,28.54285714,23.64285714,76.44285714,1.5,6.548571429,no rain,22.21428571,9.628571429,138.3571429,1010.428571,59.37142857,3.742857143,224.2714286,19.38571429,8.0,11
388,Tapi,Kharif,Rice,2015,2015-2016,54135,111141,2.05,22-44,42,38.4,21.2,28.81428571,20.6,63.4,0.0,0.0,no rain,21.8,13.91428571,81.54285714,1011.9,36.3,3.914285714,223.5857143,19.32857143,8.142857143,11
389,Tapi,Kharif,Rice,2015,2015-2016,54135,111141,2.05,22-44,43,37.4,22.0,28.51428571,20.21428571,63.1,6.0,7.144285714,no rain,21.52857143,12.85714286,68.74285714,1011.628571,26.78571429,3.971428571,193.6857143,16.67142857,7.142857143,11
390,Tapi,Kharif,Rice,2015,2015-2016,54135,111141,2.05,22-44,44,36.1,18.4,26.72857143,17.21428571,58.37142857,0.0,0.0,no rain,27.61428571,16.67142857,66.07142857,1012.028571,58.18571429,3.971428571,225.1285714,19.44285714,7.857142857,11
391,Valsad,Kharif,Rice,2015,2015-2016,62478,151063,2.42,22-44,22,40.2,25.9,31.37142857,23.18571429,65.55714286,0.1,0.595714286,no rain,36.0,22.68571429,247.3857143,1006.214286,49.37142857,4.0,272.6285714,23.52857143,8.714285714,13
392,Valsad,Kharif,Rice,2015,2015-2016,62478,151063,2.42,22-44,23,39.2,25.8,30.52857143,23.78571429,69.78571429,18.3,22.02428571,rain,33.05714286,18.62857143,228.4142857,1005.628571,61.15714286,3.971428571,205.0428571,17.7,6.714285714,13
393,Valsad,Kharif,Rice,2015,2015-2016,62478,151063,2.42,22-44,24,34.2,24.1,27.91428571,24.7,83.5,159.1,15.47714286,rain,31.0,21.85714286,227.6142857,1004.2,65.78571429,3.671428571,214.6714286,18.6,6.571428571,13
394,Valsad,Kharif,Rice,2015,2015-2016,62478,151063,2.42,22-44,25,32.4,24.9,27.28571429,25.5,90.17142857,381.5,29.76428571,rain,54.1,36.1,199.7,998.3857143,85.4,3.628571429,162.2714286,14.01428571,5.428571429,13
395,Valsad,Kharif,Rice,2015,2015-2016,62478,151063,2.42,22-44,26,32.1,24.2,27.78571429,25.04285714,85.61428571,21.2,10.12,rain,41.61428571,26.62857143,230.8428571,1005.042857,67.77142857,4.0,264.2,22.8,8.571428571,13
396,Valsad,Kharif,Rice,2015,2015-2016,62478,151063,2.42,22-44,27,32.2,24.1,27.91428571,24.67142857,83.38571429,0.5,1.785714286,no rain,47.41428571,28.52857143,234.3857143,1006.714286,64.64285714,4.0,284.7142857,24.55714286,9.142857143,13
397,Valsad,Kharif,Rice,2015,2015-2016,62478,151063,2.42,22-44,28,32.4,24.4,28.01428571,24.71428571,82.94285714,7.2,8.928571429,rain,39.85714286,25.1,239.8142857,1004.471429,65.92857143,3.971428571,275.9285714,23.87142857,9.0,13
398,Valsad,Kharif,Rice,2015,2015-2016,62478,151063,2.42,22-44,29,32.2,24.9,27.64285714,25.01428571,86.08571429,34.3,14.28714286,rain,40.48571429,26.85714286,244.1571429,1002.014286,84.75714286,3.857142857,186.6,16.04285714,6.142857143,13
399,Valsad,Kharif,Rice,2015,2015-2016,62478,151063,2.42,22-44,30,30.7,24.3,26.52857143,24.74285714,90.07142857,128.9,20.23857143,rain,48.57142857,31.0,230.0857143,1004.428571,91.88571429,3.857142857,169.8428571,14.58571429,5.714285714,13
400,Valsad,Kharif,Rice,2015,2015-2016,62478,151063,2.42,22-44,31,31.1,23.6,26.77142857,24.25714286,86.55714286,17.7,47.62,rain,41.45714286,27.0,249.6857143,1007.185714,76.24285714,4.0,249.4428571,21.61428571,8.285714286,13
401,Valsad,Kharif,Rice,2015,2015-2016,62478,151063,2.42,22-44,32,31.2,23.8,26.9,24.55714286,87.42857143,15.1,33.33571429,rain,31.42857143,20.25714286,243.1285714,1004.585714,78.57142857,4.0,230.4714286,19.91428571,7.857142857,12
402,Valsad,Kharif,Rice,2015,2015-2016,62478,151063,2.42,22-44,33,32.4,23.6,27.04285714,24.35714286,85.81428571,11.8,11.31142857,rain,31.47142857,17.94285714,238.1,1007.314286,72.08571429,4.0,242.7,20.9,7.857142857,12
403,Valsad,Kharif,Rice,2015,2015-2016,62478,151063,2.42,22-44,34,32.7,23.7,27.22857143,24.0,83.32857143,19.6,25.59857143,rain,35.84285714,22.68571429,253.4285714,1008.0,59.87142857,4.0,280.4857143,24.2,9.142857143,12
404,Valsad,Kharif,Rice,2015,2015-2016,62478,151063,2.42,22-44,35,36.2,22.6,26.91428571,23.84285714,84.22857143,62.6,44.64428571,rain,29.35714286,17.27142857,242.6142857,1007.0,70.81428571,4.0,243.6428571,21.05714286,8.142857143,12
405,Valsad,Kharif,Rice,2015,2015-2016,62478,151063,2.42,22-44,36,34.1,21.3,26.9,22.6,78.58571429,20.7,9.524285714,no rain,21.92857143,11.58571429,268.7285714,1010.271429,48.65714286,3.971428571,281.0428571,24.28571429,9.571428571,12
406,Valsad,Kharif,Rice,2015,2015-2016,62478,151063,2.42,22-44,37,34.4,23.5,27.48571429,24.82857143,86.27142857,69.6,36.31285714,rain,23.92857143,13.88571429,278.8571429,1008.2,64.6,3.842857143,213.9,18.48571429,7.285714286,12
