ID,Yield (Ton./Ha.),District,Year,Is_Synthetic,Germination_Rainfall_Total,Germination_Rainy_Weeks,Germination_Max_Weekly_Rain,Germination_Mean_Temp,Germination_Heat_Stress_Weeks,Germination_Night_Stress_Weeks,Germination_Mean_Humidity,Germination_Mean_Solar,Vegetative_Rainfall_Total,Vegetative_Rainy_Weeks,Vegetative_Max_Weekly_Rain,Vegetative_Mean_Temp,Vegetative_Heat_Stress_Weeks,Vegetative_Night_Stress_Weeks,Vegetative_Mean_Humidity,Vegetative_Mean_Solar,Reproductive_Rainfall_Total,Reproductive_Rainy_Weeks,Reproductive_Max_Weekly_Rain,Reproductive_Mean_Temp,Reproductive_Heat_Stress_Weeks,Reproductive_Night_Stress_Weeks,Reproductive_Mean_Humidity,Reproductive_Mean_Solar,Ripening_Rainfall_Total,Ripening_Rainy_Weeks,Ripening_Max_Weekly_Rain,Ripening_Mean_Temp,Ripening_Heat_Stress_Weeks,Ripening_Night_Stress_Weeks,Ripening_Mean_Humidity,Ripening_Mean_Solar,Germination_Rain_x_Temp,Germination_Heat_x_Humidity,Vegetative_Rain_x_Temp,Vegetative_Heat_x_Humidity,Reproductive_Rain_x_Temp,Reproductive_Heat_x_Humidity,Ripening_Rain_x_Temp,Ripening_Heat_x_Humidity
305,2.94,Tapi,2021,1,49.28527600642055,1.0,46.218166555377216,30.046895586834392,2.0,1.0,75.98972483504423,212.6285714,460.4894672359551,7.0,200.9485502407705,28.643979308931794,1.0,3.0,82.47252171395239,160.21836734285716,540.0227881733549,6.0,203.06379813804176,27.394788648024516,0.0,2.0,85.9859922082258,141.97857143333334,597.4517685842696,5.0,273.6073155120385,27.523941971957676,3.0,0.0,76.67713188536125,178.055357125,1480.8695421332327,151.97944967008846,13190.250771487723,82.47252171395239,14793.81014712597,0.0,16444.227809556924,230.03139565608376
306,2.94,Tapi,2021,1,47.656095126805795,1.0,44.690372468699856,29.88335351496907,1.0,1.0,75.75391188248327,212.6285714,445.2674639101125,7.0,194.30596725521676,28.488073161852075,1.0,3.0,82.21659120633794,160.21836734285716,522.1717204237561,6.0,196.3512932263243,27.245681713470727,0.0,2.0,85.71915862321778,141.97857143333334,577.702320539326,5.0,264.56291436276086,27.374132069534102,3.0,0.0,76.43918575642019,178.055357125,1424.1239378173323,75.75391188248327,12684.812088463614,82.21659120633794,14226.924494441082,0.0,15814.099619319833,229.31755726926056
307,2.92,Surat,2015,1,0.0,0.0,0.0,31.26160009783244,2.0,2.0,67.39675174720736,239.62142855,0.0,0.0,0.0,27.336974999999992,0.0,0.0,51.695366,255.13605768846156,0.0,0.0,0.0,27.336974999999992,0.0,0.0,51.695366,255.13605768846156,0.0,0.0,0.0,27.336974999999992,0.0,0.0,51.695366,255.13605768846156,0.0,134.79350349441472,0.0,0.0,0.0,0.0,0.0,0.0
308,3.12,Valsad,2019,1,0.0,0.0,0.0,29.355836976906588,0.0,2.0,66.02264603070252,287.8857143,0.0,0.0,0.0,25.023949,0.0,0.0,56.471790000000006,261.45851648461536,0.0,0.0,0.0,25.023949,0.0,0.0,56.471790000000006,261.45851648461536,0.0,0.0,0.0,25.023949,0.0,0.0,56.471790000000006,261.45851648461536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,3.21,Bharuch,2015,1,0.0,0.0,0.0,31.84219796761524,2.0,2.0,64.54433346324184,246.10714285,0.0,0.0,0.0,27.456826999999997,0.0,0.0,50.163417999999986,254.10693681153847,0.0,0.0,0.0,27.456826999999997,0.0,0.0,50.163417999999986,254.10693681153847,0.0,0.0,0.0,27.456826999999997,0.0,0.0,50.163417999999986,254.10693681153847,0.0,129.08866692648368,0.0,0.0,0.0,0.0,0.0,0.0
310,2.93,Surat,2020,1,266.3232134582204,2.0,241.9176748336209,29.39447725153414,1.0,1.0,74.10220989530524,224.69285715,0.0,0.0,0.0,26.437254,0.0,0.0,59.710730000000005,253.28825,0.0,0.0,0.0,26.437254,0.0,0.0,59.710730000000005,253.28825,0.0,0.0,0.0,26.437254,0.0,0.0,59.710730000000005,253.28825,7828.4316395531305,74.10220989530524,0.0,0.0,0.0,0.0,0.0,0.0
311,2.94,Tapi,2021,1,50.04613208346711,1.0,46.9316732199037,30.127770052814004,2.0,1.0,75.90250686100416,212.6285714,467.59841006741584,7.0,204.0507531300161,28.72107767416711,1.0,3.0,82.37786304432984,160.21836734285716,548.3595502536116,6.0,206.19865579454256,27.46852468162341,0.0,2.0,85.88730091736365,141.97857143333334,606.6751075955058,5.0,277.83120965650085,27.5980256356827,4.0,1.0,76.58912493293758,178.055357125,1507.7783594434545,151.8050137220083,13429.930255863293,82.37786304432984,15062.627840545243,0.0,16743.035171951327,306.3564997317503
312,2.92,Surat,2015,1,0.0,0.0,0.0,31.22738578504446,2.0,2.0,69.25990575476246,239.62142855,0.0,0.0,0.0,27.307055999999992,0.0,0.0,53.12446200000001,255.13605768846156,0.0,0.0,0.0,27.307055999999992,0.0,0.0,53.12446200000001,255.13605768846156,0.0,0.0,0.0,27.307055999999992,0.0,0.0,53.12446200000001,255.13605768846156,0.0,138.5198115095249,0.0,0.0,0.0,0.0,0.0,0.0
313,2.79,Surat,2022,1,0.0,0.0,0.0,30.57933944171144,2.0,2.0,68.45956309430085,291.5714286,0.0,0.0,0.0,27.339095999999998,0.0,0.0,52.335829999999994,251.66614011538462,0.0,0.0,0.0,27.339095999999998,0.0,0.0,52.335829999999994,251.66614011538462,0.0,0.0,0.0,27.339095999999998,0.0,0.0,52.335829999999994,251.66614011538462,0.0,136.9191261886017,0.0,0.0,0.0,0.0,0.0,0.0
314,1.63,Bharuch,2016,1,0.0,0.0,0.0,32.55662442711824,2.0,2.0,60.410976661934185,292.2357143,436.8374610869429,6.0,123.7518516185547,28.657366642584627,2.0,5.0,78.54145479216902,217.60204081428574,436.1460765673544,6.0,152.30981795648327,26.788951180456028,0.0,0.0,84.6042409072449,235.79285713333334,271.1203623457027,3.0,123.08636911266842,26.28073407061687,0.0,0.0,74.98805871093487,227.26607144999997,0.0,120.82195332386837,12518.611285584317,157.08290958433804,11683.895952710292,0.0,7125.2421439367,0.0
315,2.39,Bharuch,2020,1,121.94578320221304,1.0,121.58115467543972,31.317865775652393,2.0,2.0,68.9026207397454,238.8357143,0.0,0.0,0.0,27.252974,0.0,0.0,58.38403699999999,250.561214296,0.0,0.0,0.0,27.252974,0.0,0.0,58.38403699999999,250.561214296,0.0,0.0,0.0,27.252974,0.0,0.0,58.38403699999999,250.561214296,3819.0816702337142,137.8052414794908,0.0,0.0,0.0,0.0,0.0,0.0
316,1.0,Narmada,2019,1,0.0,0.0,0.0,32.790314505643146,2.0,2.0,59.0111878339303,298.4642857,358.8198935652174,7.0,122.22482226086956,28.9543591646374,6.0,2.0,79.67111265385708,172.01020406571428,1086.7089408695654,6.0,560.6441102608695,26.572278260801934,0.0,0.0,89.43355115316378,114.82142857333332,372.0385655652174,7.0,102.68417669565218,26.972448908930037,0.0,0.0,80.03217085451968,165.85714286125,0.0,118.0223756678606,10389.400073704268,478.0266759231425,28876.332365287446,0.0,10034.791201859445,0.0
317,0.85,Narmada,2018,1,0.9754403460404981,0.0,0.8778963114364483,32.49966110606804,2.0,2.0,62.78822197654779,281.91428575,725.4349853503185,7.0,294.8756166080426,27.930337146735674,4.0,1.0,83.81355503606461,145.80816326285714,260.540116427417,6.0,103.88439685331304,26.579374045369224,0.0,0.0,85.63062302857806,145.35238096666666,39.115157876223975,2.0,32.482163523148586,27.937991811062354,7.0,0.0,66.58160157787297,225.68214285,31.701480675501926,125.57644395309558,20261.643718871648,335.25422014425845,6924.993208348363,0.0,1092.7989604343566,466.07121104511083
318,0.85,Narmada,2018,1,0.922954083087746,0.0,0.8306586747789714,32.48477728513919,2.0,2.0,62.77991213344454,281.91428575,686.4009515923566,7.0,279.0090193174256,27.917545932229853,4.0,1.0,83.80246254976146,145.80816326285714,246.52103559273692,6.0,98.29460984884494,26.56720152940356,0.0,0.0,85.6192900584795,145.35238096666666,37.010458731818616,2.0,30.73437096682194,27.92519709096142,7.0,0.0,66.572789691738,225.68214285,29.981957833515278,125.55982426688908,19162.630094005894,335.20985019904583,6549.37403382951,0.0,1033.5243545129288,466.009527842166
319,2.92,Valsad,2022,1,10.259722990009516,1.0,7.943758432445291,30.526496717232895,1.0,2.0,67.19250587706867,272.33571429999995,0.0,0.0,0.0,27.303971999999995,0.0,0.0,54.34770000000002,250.4087912076923,0.0,0.0,0.0,27.303971999999995,0.0,0.0,54.34770000000002,250.4087912076923,0.0,0.0,0.0,27.303971999999995,0.0,0.0,54.34770000000002,250.4087912076923,313.19340017424435,67.19250587706867,0.0,0.0,0.0,0.0,0.0,0.0
320,0.85,Narmada,2018,1,0.7428298792660899,0.0,0.668546891339481,32.24406664962241,2.0,2.0,59.04058619945243,281.91428575,552.4425812101911,7.0,224.55747250213895,27.71067826112256,2.0,1.0,78.81098182136158,145.80816326285714,198.40986075197262,6.0,79.11138214183858,26.370339845301118,0.0,0.0,80.51959461632696,145.35238096666666,29.787478158570202,1.0,24.73623497956079,27.718272725136327,6.0,0.0,62.607550644200316,225.68214285,23.95185613638677,118.08117239890485,15308.558625659676,157.62196364272316,5232.13545668839,0.0,825.6574433932905,375.64530386520187
321,1.0,Narmada,2019,1,0.0,0.0,0.0,32.75255960649581,2.0,2.0,59.883981808452305,298.4642857,361.378446113307,7.0,123.0963420289855,28.921020999797634,6.0,2.0,80.84947339561063,172.01020406571428,1094.4576805006589,6.0,564.6417632411067,26.54168283343331,0.0,0.0,90.75630142191376,114.82142857333332,374.6913733860343,7.0,103.4163625823452,26.94139272347813,0.0,0.0,81.21587176029226,165.85714286125,0.0,119.76796361690461,10451.43362891719,485.0968403736638,29048.748630463575,0.0,10094.707440492532,0.0
322,2.91,Navsari,2017,1,237.88434531732423,2.0,225.62928459691256,30.946742191252525,2.0,1.0,75.54628547213413,226.4357143,0.0,0.0,0.0,27.24412999999999,0.0,0.0,59.73039199999999,257.33537088076923,0.0,0.0,0.0,27.24412999999999,0.0,0.0,59.73039199999999,257.33537088076923,0.0,0.0,0.0,27.24412999999999,0.0,0.0,59.73039199999999,257.33537088076923,7361.7455058701225,151.09257094426826,0.0,0.0,0.0,0.0,0.0,0.0
323,2.17,Bharuch,2017,1,90.60597978942751,1.0,87.55138931720249,31.930701015897945,2.0,2.0,70.03493670278705,238.98571425,0.0,0.0,0.0,27.262840000000004,0.0,0.0,55.96590999999998,257.29340658461535,0.0,0.0,0.0,27.262840000000004,0.0,0.0,55.96590999999998,257.29340658461535,0.0,0.0,0.0,27.262840000000004,0.0,0.0,55.96590999999998,257.29340658461535,2893.1124509087017,140.0698734055741,0.0,0.0,0.0,0.0,0.0,0.0
324,1.63,Bharuch,2016,1,0.0,0.0,0.0,32.76526421794695,2.0,2.0,61.10912152840409,292.2357143,443.3659462432255,6.0,125.6013086782674,28.841017960472183,2.0,5.0,79.44912615419787,217.60204081428574,442.66422906223437,6.0,154.58607050865874,26.960628719794396,0.0,0.0,85.58197740042418,235.79285713333334,275.17222469454,3.0,124.925880613567,26.449154690254304,0.0,0.0,75.85466493265767,227.26607144999997,0.0,122.21824305680818,12787.125218662612,158.89825230839574,11934.505927280921,0.0,7278.072737407303,0.0
325,2.17,Bharuch,2017,1,70.29761056921123,1.0,67.9276741481942,31.90505604899633,2.0,2.0,69.67340137721246,238.98571425,0.0,0.0,0.0,27.240944,0.0,0.0,55.677002,257.29340658461535,0.0,0.0,0.0,27.240944,0.0,0.0,55.677002,257.29340658461535,0.0,0.0,0.0,27.240944,0.0,0.0,55.677002,257.29340658461535,2242.849205321201,139.3468027544249,0.0,0.0,0.0,0.0,0.0,0.0
326,2.91,Navsari,2022,1,1.9290177631578946,0.0,1.393179495614035,30.662729063502574,2.0,2.0,70.86828863245029,288.75714285000004,1036.2040417763158,7.0,333.2914024122807,28.064331248291968,0.0,1.0,86.3502381501933,183.88775510428576,461.89258662280696,6.0,210.048600877193,27.70398194032519,1.0,2.0,87.115146789388,223.8095238,356.97545383771933,6.0,199.86767379385967,26.875485061624985,1.0,0.0,76.20091874342728,215.60000000000002,59.1489490303943,141.73657726490057,29080.373469229493,0.0,12796.263878168333,87.115146789388,9593.888476982425,76.20091874342728
327,0.85,Narmada,2018,1,0.9956307633805495,0.0,0.8960676870424945,32.57427536266079,2.0,2.0,63.47418638662977,281.91428575,740.4505987261147,7.0,300.9791797699401,27.994460933620324,4.0,1.0,84.72922224286437,145.80816326285714,265.9329768989448,6.0,106.03467630002852,26.64039622737363,0.0,0.0,86.56614179247443,145.35238096666666,39.924793611560034,2.0,33.154504420572295,28.002133171886808,7.0,0.0,67.30900884648042,225.68214285,32.43195064589419,126.94837277325954,20728.515359313995,338.91688897145747,7084.559874512887,0.0,1117.9793875709997,471.16306192536297
328,2.92,Valsad,2022,1,8.019344274500476,1.0,6.209108546622265,30.516068907136926,1.0,2.0,66.9769614938729,272.33571429999995,0.0,0.0,0.0,27.294645,0.0,0.0,54.17336,250.4087912076923,0.0,0.0,0.0,27.294645,0.0,0.0,54.17336,250.4087912076923,0.0,0.0,0.0,27.294645,0.0,0.0,54.17336,250.4087912076923,244.71886247071052,66.9769614938729,0.0,0.0,0.0,0.0,0.0,0.0
329,0.85,Narmada,2018,1,0.9254647209810817,0.0,0.8329182488829736,32.51155724359495,2.0,2.0,62.703169254350634,281.91428575,688.2681129936306,7.0,279.76798515258105,27.940560734322833,4.0,1.0,83.70002146577973,145.80816326285714,247.19162697404695,6.0,98.5619927844852,26.589103128019996,0.0,0.0,85.5146280638737,145.35238096666666,37.11113531134138,2.0,30.81797520867002,27.948218200553786,7.0,0.0,66.49141035594985,225.68214285,30.088299253104065,125.40633850870127,19230.597012596303,334.8000858631189,6572.603661995984,0.0,1037.1901073516453,465.439872491649
330,0.79,Narmada,2017,1,25.43227912235156,2.0,13.224785143622812,31.01019444640788,2.0,1.0,69.42437658811181,226.8714286,681.9550045389833,7.0,182.1875995310276,27.803931247663417,3.0,0.0,84.54185073728425,155.71224489857144,323.5910714513022,6.0,155.09066213884932,27.27193358773108,0.0,0.0,84.18966988656534,164.5595238,73.33744488736286,3.0,24.69243100242861,28.293946980894248,7.0,0.0,68.98141779292428,213.5464285625,788.6599207994414,138.84875317622362,18961.030060201887,253.62555221185275,8824.954210202655,0.0,2075.005777357299,482.86992455046993
331,2.56,Valsad,2017,1,197.72684377855606,2.0,157.41376634718804,30.024020064726276,1.0,1.0,77.62075043314648,213.1714286,1001.505059953172,7.0,358.034168588382,27.976581041173638,0.0,6.0,85.68413946028038,160.40816327,593.0078596733409,6.0,343.2283584150006,27.517865200004206,0.0,5.0,85.178237057277,179.41428571666665,303.5107365949313,4.0,240.32337313233845,28.317058047788343,5.0,3.0,75.57250382101032,210.33035713750002,5936.554724942365,77.62075043314648,28018.68747292538,0.0,16318.310345034006,0.0,8594.531146285668,377.86251910505155
332,2.94,Tapi,2021,1,46.52173593579455,1.0,43.62660644622794,30.19945815807997,2.0,1.0,75.31864388300318,212.6285714,434.6687516404495,7.0,189.68089759229537,28.78941859804061,1.0,4.0,81.7441898439638,160.21836734285716,509.7424542664528,6.0,191.6775386195827,27.533885194048498,0.0,2.0,85.2266321547639,141.97857143333334,563.9512581573034,5.0,258.2655168796148,27.663694291658082,4.0,2.0,75.99998029970797,178.055357125,1404.931217834273,150.63728776600635,12513.860642464651,81.7441898439638,14035.190214305028,0.0,15600.975201059588,303.9999211988319
333,0.85,Narmada,2018,1,0.8624070253826407,0.0,0.7761663228443767,32.429213575899375,2.0,2.0,60.364424676613886,281.91428575,641.3721047770699,7.0,260.7056437731723,27.869794261000845,4.0,1.0,80.57812230681562,145.80816326285714,230.34891647970335,6.0,91.84634820325124,26.521759559826915,0.0,0.0,82.32504649917979,145.35238096666666,34.582521717843896,2.0,28.718153945241937,27.877432332779236,7.0,0.0,64.01136943799807,225.68214285,27.96718161548973,120.72884935322777,17874.908604882017,322.31248922726246,6109.258577741344,0.0,964.0719090860615,448.0795860659865
334,0.79,Narmada,2017,1,25.785790344192275,2.0,13.408610978979985,30.936656293659567,2.0,1.0,68.44079947762896,226.8714286,691.434247265723,7.0,184.7200253747592,27.737996487188827,2.0,0.0,83.34409523194655,155.71224489857144,328.0890196884683,6.0,157.2464378444016,27.207260416416972,0.0,0.0,82.9969039402347,164.5595238,74.35684270161626,3.0,25.03565826145213,28.226850187982176,7.0,0.0,68.00411634746348,213.5464285625,797.726133138642,136.8815989552579,19179.000721778677,166.6881904638931,8926.403398431112,0.0,2098.859459389878,476.02881443224436
335,2.32,Valsad,2019,1,0.0,0.0,0.0,30.32490128282477,1.0,2.0,76.17885132526726,287.8857143,1054.978651817256,7.0,558.8530964025696,28.322418572228738,1.0,4.0,85.60928266074377,161.92040816285711,1019.0545486715297,6.0,443.4804075326134,27.032672500329067,0.0,5.0,88.98347368984271,128.7928571316667,485.54759951121446,7.0,217.32318535579492,27.68733680334685,2.0,4.0,81.79168832315042,172.1750000175,0.0,76.17885132526726,29879.546961533884,85.60928266074377,27547.767874208108,0.0,13443.519921723564,163.58337664630085
336,3.01,Tapi,2022,1,0.7023946217727811,0.0,0.6145952940511835,31.327149261072726,2.0,2.0,61.68356785511911,282.45714284999997,854.2874587311453,7.0,273.0559092141687,27.682544751773126,3.0,2.0,81.77156076730115,170.20408162857143,394.21898146997347,6.0,172.0866823343314,27.14347912668234,1.0,0.0,84.25382529732211,217.29047618333334,304.92706517710866,6.0,163.74574620077962,26.284075556918562,1.0,0.0,74.02557464184017,208.1482143125,22.004021156450637,123.36713571023822,23648.850807203467,245.31468230190347,10700.474694872197,84.25382529732211,8014.726020464555,74.02557464184017
337,0.54,Narmada,2016,1,0.0,0.0,0.0,33.098714036554114,2.0,2.0,51.942442055717194,302.8571429,251.2726708987486,6.0,76.51739511945392,28.541555014905125,4.0,1.0,72.33404645511824,214.4408163285714,391.239119215017,6.0,169.0773065301479,26.38366079442706,0.0,0.0,79.77290775548533,234.5,149.70010988623432,2.0,115.9026738794084,25.8330986319992,2.0,0.0,69.95723802122826,227.3696428625,0.0,103.88488411143439,7171.712760198783,289.33618582047296,10322.320210879418,0.0,3867.2177039122093,139.91447604245653
338,2.76,Navsari,2021,1,92.86907786499218,2.0,86.24989952904241,30.271173317197913,0.0,1.0,77.7529923249196,233.93571425,0.0,0.0,0.0,27.340391000000004,0.0,0.0,63.40329699999999,247.99189561538464,0.0,0.0,0.0,27.340391000000004,0.0,0.0,63.40329699999999,247.99189561538464,0.0,0.0,0.0,27.340391000000004,0.0,0.0,63.40329699999999,247.99189561538464,2811.2559518595267,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,0.79,Narmada,2017,1,29.114370446361278,2.0,15.139472632107864,31.00300839752373,2.0,1.0,68.48652734993888,226.8714286,780.6886097144293,7.0,208.5647628339335,27.79748819199466,3.0,0.0,83.3997805566891,155.71224489857144,370.4406625157022,6.0,177.5447245038104,27.26561381284978,0.0,0.0,83.0523572934168,164.5595238,83.95525732350724,3.0,28.26740694246713,28.28739037298643,7.0,0.0,68.04955245534971,213.5464285625,902.6330714371554,136.97305469987776,21701.182410161575,250.19934167006727,10100.292044729353,0.0,2374.875137774577,476.34686718744797
340,0.85,Narmada,2018,1,0.6306730392622872,0.0,0.5676057353360585,32.15348245857795,2.0,2.0,57.696316347182744,281.91428575,469.03153929936303,7.0,190.65245976898944,27.63282984947977,2.0,1.0,77.01656828806213,145.80816326285714,168.45276878695694,6.0,67.1666786814336,26.29625688522009,0.0,0.0,78.68627840916659,145.35238096666666,25.28998887441772,1.0,21.001412207434164,27.640402978145655,6.0,0.0,61.18206610427502,225.68214285,20.278334505017995,115.39263269436549,12960.668719498883,154.03313657612426,4429.677281048404,0.0,699.0254838017261,367.09239662565017
341,2.31,Navsari,2020,1,238.7573629568106,1.0,233.83453073089697,30.328139759240173,1.0,1.0,75.60314333242681,226.9,0.0,0.0,0.0,27.320420999999993,0.0,0.0,63.183780000000006,249.92292856800003,0.0,0.0,0.0,27.320420999999993,0.0,0.0,63.183780000000006,249.92292856800003,0.0,0.0,0.0,27.320420999999993,0.0,0.0,63.183780000000006,249.92292856800003,7241.066672301784,75.60314333242681,0.0,0.0,0.0,0.0,0.0,0.0
342,3.2,Surat,2019,1,0.0,0.0,0.0,30.329123476462374,1.0,2.0,69.94204897082705,296.24285714999996,0.0,0.0,0.0,25.787981,0.0,0.0,57.432674000000006,261.2458104423077,0.0,0.0,0.0,25.787981,0.0,0.0,57.432674000000006,261.2458104423077,0.0,0.0,0.0,25.787981,0.0,0.0,57.432674000000006,261.2458104423077,0.0,69.94204897082705,0.0,0.0,0.0,0.0,0.0,0.0
343,2.92,Valsad,2022,1,16.25919590865842,1.0,12.588948525214082,30.451621530148397,0.0,2.0,68.04482108597449,272.33571429999995,0.0,0.0,0.0,27.23700099999999,0.0,0.0,55.037083,250.4087912076923,0.0,0.0,0.0,27.23700099999999,0.0,0.0,55.037083,250.4087912076923,0.0,0.0,0.0,27.23700099999999,0.0,0.0,55.037083,250.4087912076923,495.11888019500344,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,3.25,Tapi,2017,1,151.28669811926602,2.0,145.2839481651376,30.817583147548675,2.0,1.0,74.47319189382857,206.5357143,0.0,0.0,0.0,27.14563,0.0,0.0,58.156729999999996,255.2741758346154,0.0,0.0,0.0,27.14563,0.0,0.0,58.156729999999996,255.2741758346154,0.0,0.0,0.0,27.14563,0.0,0.0,58.156729999999996,255.2741758346154,4662.290398408576,148.94638378765714,0.0,0.0,0.0,0.0,0.0,0.0
345,1.0,Narmada,2019,1,0.0,0.0,0.0,32.977055513346436,2.0,2.0,59.673899771143766,298.4642857,356.59106798418975,7.0,121.46561739130436,29.1192543871848,6.0,4.0,80.56584125270136,172.01020406571428,1079.958800395257,6.0,557.1616446640315,26.72360752049965,0.0,0.0,90.4379146325668,114.82142857333332,369.72763162055344,7.0,102.04634940711465,27.126057142501942,1.0,0.0,80.93095423667523,165.85714286125,0.0,119.34779954228753,10383.66602082953,483.39504751620814,28860.39512007247,0.0,10029.25286250104,80.93095423667523
346,2.94,Tapi,2021,1,49.61558398715892,1.0,46.5279188892456,30.053425443983457,2.0,1.0,75.15488661215426,212.6285714,463.5756495280899,7.0,202.2952995184591,28.65020428124308,1.0,3.0,81.5664621958479,160.21836734285716,543.6419996532906,6.0,204.42472372391651,27.400742143485758,0.0,2.0,85.04133300483512,141.97857143333334,601.4558668314608,5.0,275.441020975923,27.529923535302103,4.0,1.0,75.83474167196815,178.055357125,1491.11825421778,150.30977322430851,13281.537058789723,81.5664621958479,14896.194250868788,0.0,16558.03402372896,303.3389666878726
347,1.02,Narmada,2020,1,57.112474795019736,1.0,55.66046272395991,30.310952230557742,2.0,1.0,66.95309910298104,226.67857145,284.7879675372001,7.0,66.59895365927724,28.719065244925236,6.0,2.0,81.40087312251066,178.95102041428572,733.0724942757363,6.0,309.76257515942905,27.189904371365106,1.0,1.0,87.05312422402983,135.45238095,200.0872633920437,4.0,96.21999990889763,28.00398757452714,6.0,0.0,72.25648932403554,198.14285715,1731.1334952807763,133.90619820596208,8178.844220670499,488.40523873506396,19932.171016635362,87.05312422402983,5603.241237851931,433.5389359442132
348,2.76,Navsari,2021,1,141.96626656200945,2.0,131.84772056514916,30.438026656922588,1.0,1.0,85.47081779283124,233.93571425,0.0,0.0,0.0,27.491090000000007,0.0,0.0,69.69676,247.99189561538464,0.0,0.0,0.0,27.491090000000007,0.0,0.0,69.69676,247.99189561538464,0.0,0.0,0.0,27.491090000000007,0.0,0.0,69.69676,247.99189561538464,4321.173005998222,85.47081779283124,0.0,0.0,0.0,0.0,0.0,0.0
349,2.17,Bharuch,2017,1,86.73597991842556,1.0,83.8118583706683,31.98441536884104,2.0,2.0,69.48023498539794,238.98571425,0.0,0.0,0.0,27.308702,0.0,0.0,55.52264000000001,257.29340658461535,0.0,0.0,0.0,27.308702,0.0,0.0,55.52264000000001,257.29340658461535,0.0,0.0,0.0,27.308702,0.0,0.0,55.52264000000001,257.29340658461535,2774.1996091343785,138.96046997079588,0.0,0.0,0.0,0.0,0.0,0.0
350,2.94,Tapi,2021,1,43.106403235955064,1.0,40.42381591011237,30.166354695918763,2.0,1.0,75.27219032054947,212.6285714,402.75811092134836,7.0,175.75572134831464,28.75786076596909,1.0,3.0,81.69377325874164,160.21836734285716,472.32037537078656,6.0,177.60578157303374,27.503703628475325,0.0,2.0,85.17406773677372,141.97857143333334,522.5495104719101,5.0,239.3052900674157,27.633370434440856,4.0,1.0,75.95310651588339,178.055357125,1300.3630496811209,150.54438064109894,11582.461676240871,81.69377325874164,12990.55962188833,0.0,14439.804193206024,303.81242606353356
351,2.35,Tapi,2021,1,80.3314764382191,1.0,75.33230730365182,30.165624420165145,2.0,1.0,76.61486149562512,212.6285714,0.0,0.0,0.0,27.278527999999994,0.0,0.0,62.38223300000001,242.9629807576923,0.0,0.0,0.0,27.278527999999994,0.0,0.0,62.38223300000001,242.9629807576923,0.0,0.0,0.0,27.278527999999994,0.0,0.0,62.38223300000001,242.9629807576923,2423.249147352663,153.22972299125024,0.0,0.0,0.0,0.0,0.0,0.0
352,2.92,Valsad,2022,1,7.610340625594673,1.0,5.892430777830638,30.56294206445154,1.0,2.0,66.5038740886311,272.33571429999995,0.0,0.0,0.0,27.336569999999995,0.0,0.0,53.79071000000002,250.4087912076923,0.0,0.0,0.0,27.336569999999995,0.0,0.0,53.79071000000002,250.4087912076923,0.0,0.0,0.0,27.336569999999995,0.0,0.0,53.79071000000002,250.4087912076923,232.59439963079188,66.5038740886311,0.0,0.0,0.0,0.0,0.0,0.0
353,2.91,Navsari,2017,1,251.82144984562606,2.0,238.8483928987993,30.973591576612776,2.0,1.0,75.36216268831092,226.4357143,0.0,0.0,0.0,27.267766999999996,0.0,0.0,59.58481599999998,257.33537088076923,0.0,0.0,0.0,27.267766999999996,0.0,0.0,59.58481599999998,257.33537088076923,0.0,0.0,0.0,27.267766999999996,0.0,0.0,59.58481599999998,257.33537088076923,7799.8147377489,150.72432537662183,0.0,0.0,0.0,0.0,0.0,0.0
354,2.39,Bharuch,2020,1,85.4482610602728,1.0,85.1927633076848,31.254201491459526,2.0,2.0,67.44225171996342,238.8357143,0.0,0.0,0.0,27.197573000000002,0.0,0.0,57.146606,250.561214296,0.0,0.0,0.0,27.197573000000002,0.0,0.0,57.146606,250.561214296,0.0,0.0,0.0,27.197573000000002,0.0,0.0,57.146606,250.561214296,2670.617168272601,134.88450343992685,0.0,0.0,0.0,0.0,0.0,0.0
355,1.03,Narmada,2022,1,2.8996628066077093,0.0,2.796103420657434,31.848161392483856,2.0,1.0,54.41875316714131,296.5142857,754.3265672618055,7.0,276.5035604872351,27.48130764112017,3.0,0.0,81.267325849386,166.73061224285715,264.80134987485394,6.0,85.95429033872851,26.570953767133364,1.0,0.0,84.93403216689127,187.50952379999998,219.23522005673286,5.0,89.26819068913733,26.05532364054885,3.0,0.0,69.47649246483353,209.341071425,92.34892904862502,108.83750633428262,20729.880456791805,243.801977548158,7036.02442499925,84.93403216689127,5712.244611985121,208.42947739450057
356,2.39,Bharuch,2020,1,129.103777457192,1.0,128.71774590334132,31.268200486243693,2.0,2.0,69.0543553457496,238.8357143,0.0,0.0,0.0,27.209755000000005,0.0,0.0,58.51260799999999,250.561214296,0.0,0.0,0.0,27.209755000000005,0.0,0.0,58.51260799999999,250.561214296,0.0,0.0,0.0,27.209755000000005,0.0,0.0,58.51260799999999,250.561214296,4036.842797062868,138.1087106914992,0.0,0.0,0.0,0.0,0.0,0.0
